9	1.70800000000000	57	0	0	9.54010938396908
8	1.72400000000000	67.5000000000000	0	0	11.1101096469491
7	1.72000000000000	54.5000000000000	0	0	9.51385006093201
9	1.55800000000000	53	1	0	11.4559230120623
9	1.89500000000000	57	1	0	10.2971300812874
8	2.33600000000000	61	0	0	6.89729605329831
6	1.91900000000000	58	0	0	9.81740589432324
6	1.41500000000000	56	0	0	11.2599672088014
8	1.98700000000000	58.5000000000000	0	0	9.68113300010205
9	1.94200000000000	60	0	0	9.34936054210573
6	1.60200000000000	53	0	0	10.4488367466504
8	1.73500000000000	54	1	0	11.4640000651197
8	2.19300000000000	58.5000000000000	0	0	10.7419268933430
8	2.11800000000000	60.5000000000000	1	0	10.1132844367950
8	2.25800000000000	58	1	0	10.5152165891023
7	1.93200000000000	53	1	0	10.5183308168175
5	1.47200000000000	50	1	0	9.81985337165982
6	1.87800000000000	53	0	0	10.3976018426487
9	2.35200000000000	59	1	0	9.98706872066901
9	2.60400000000000	61.5000000000000	1	0	10.7014696460509
5	1.40000000000000	49	0	0	10.6210934446144
5	1.25600000000000	52.5000000000000	0	0	8.57245789292857
4	0.839000000000000	48	0	0	9.45306936942174
7	2.57800000000000	62.5000000000000	1	0	8.76949638801976
9	2.98800000000000	65	0	0	10.0960679136165
3	1.40400000000000	51.5000000000000	1	0	7.72227612835546
9	2.34800000000000	60	1	0	9.88195634709358
5	1.75500000000000	52	1	0	11.0581546025813
8	2.98000000000000	60	0	0	10.4362949480052
9	2.10000000000000	60	0	0	11.4115236681488
5	1.28200000000000	49	0	0	9.98538782878222
9	3	65.5000000000000	1	0	9.46220856248714
8	2.67300000000000	60	0	0	8.16523903201753
7	2.09300000000000	57.5000000000000	0	0	12.6355333965209
5	1.61200000000000	52	0	0	10.2907738822139
8	2.17500000000000	59	0	0	11.0655986446739
9	2.72500000000000	59	1	0	10.5352272826021
8	2.07100000000000	55	1	0	9.61265607215381
8	1.54700000000000	57	1	0	9.68036079734811
8	2.00400000000000	57	1	0	7.47547690601298
9	3.13500000000000	60	0	0	8.99371615029419
8	2.42000000000000	59	1	0	9.57584292282206
5	1.77600000000000	51	1	0	9.33879288932287
8	1.93100000000000	57	0	0	10.7275673250140
5	1.34300000000000	50	0	0	10.4566141799396
9	2.07600000000000	57	0	0	9.49382930177225
7	1.62400000000000	54	1	0	8.81535441253616
8	1.34400000000000	52.5000000000000	0	0	10.7817874760016
6	1.65000000000000	55	1	0	9.91961727757535
8	2.73200000000000	60.5000000000000	1	0	10.3341624133346
5	2.01700000000000	54.5000000000000	1	0	10.3460399136249
